Machine failure,TWF,HDF,PWF,OSF,RNF,Type_H,Type_L,Type_M,norm_Air temperature [K],norm_Process temperature [K],norm_Rotational speed [rpm],norm_Torque [Nm],norm_Tool wear [min]
0,0,0,0,0,0,0,1,0,0.39130434782608375,0.4197530864197561,0.16530849825378346,0.5728021978021979,0.7747035573122529
0,0,0,0,0,0,0,1,0,0.39130434782608375,0.4197530864197561,0.1169965075669383,0.5576923076923077,0.782608695652174
0,0,0,0,0,0,0,1,0,0.40217391304347755,0.4197530864197561,0.2467986030267753,0.4285714285714286,0.7905138339920948
0,0,0,0,0,0,0,1,0,0.39130434782608375,0.40740740740740766,0.2520372526193248,0.3914835164835164,0.7984189723320159
0,0,0,0,0,0,0,1,0,0.3804347826086961,0.3950617283950592,0.12281722933643772,0.5892857142857144,0.8063241106719368
0,0,0,0,0,0,0,1,0,0.3804347826086961,0.3950617283950592,0.17054714784633296,0.6057692307692308,0.8142292490118577
1,1,0,0,0,0,0,1,0,0.3804347826086961,0.3950617283950592,0.1670547147846333,0.5151098901098902,0.8221343873517787
0,0,0,0,0,0,0,1,0,0.3804347826086961,0.3950617283950592,0.13387660069848661,0.6552197802197803,0.0
0,0,0,0,0,0,0,1,0,0.3804347826086961,0.3950617283950592,0.1362048894062864,0.46840659340659346,0.007905138339920948
0,0,0,0,0,0,1,0,0,0.3804347826086961,0.3827160493827178,0.1612339930151339,0.6332417582417583,0.015810276679841896
0,0,0,0,0,0,0,1,0,0.39130434782608375,0.3950617283950592,0.16414435389988358,0.6002747252747254,0.03557312252964427
0,0,0,0,0,0,0,1,0,0.39130434782608375,0.3950617283950592,0.1658905704307334,0.5082417582417582,0.043478260869565216
0,0,0,0,0,0,0,1,0,0.40217391304347755,0.40740740740740766,0.17520372526193248,0.4986263736263737,0.05138339920948617
0,0,0,0,0,0,0,1,0,0.39130434782608375,0.3950617283950592,0.1478463329452852,0.6016483516483517,0.05928853754940711
0,0,0,0,0,0,0,0,1,0.40217391304347755,0.40740740740740766,0.370197904540163,0.3159340659340659,0.06719367588932806
0,0,0,0,0,0,1,0,0,0.40217391304347755,0.40740740740740766,0.1559953434225844,0.5508241758241759,0.07905138339920949
0,0,0,0,0,0,0,1,0,0.40217391304347755,0.40740740740740766,0.21885913853317812,0.38461538461538464,0.09881422924901186
0,0,0,0,0,0,0,0,1,0.40217391304347755,0.40740740740740766,0.14610011641443538,0.5686813186813188,0.1067193675889328
0,0,0,0,0,0,0,0,1,0.39130434782608375,0.3950617283950592,0.18568102444703144,0.4903846153846154,0.11857707509881422
0,0,0,0,0,0,0,1,0,0.39130434782608375,0.3950617283950592,0.340512223515716,0.30219780219780223,0.13043478260869565
0,0,0,0,0,0,0,1,0,0.39130434782608375,0.3950617283950592,0.3853317811408615,0.2898351648351648,0.1383399209486166
0,0,0,0,0,0,0,0,1,0.39130434782608375,0.3950617283950592,0.32537834691501744,0.3200549450549451,0.14624505928853754
0,0,0,0,0,0,0,1,0,0.4130434782608713,0.40740740740740766,0.16414435389988358,0.5384615384615385,0.15810276679841898
0,0,0,0,0,0,0,1,0,0.40217391304347755,0.3950617283950592,0.26426076833527357,0.38598901098901095,0.16600790513833993
0,0,0,0,0,0,0,0,1,0.40217391304347755,0.40740740740740766,0.10651920838183934,0.6648351648351649,0.17391304347826086
0,0,0,0,0,0,0,0,1,0.40217391304347755,0.40740740740740766,0.23690337601862632,0.43269230769230765,0.1857707509881423
0,0,0,0,0,0,0,0,1,0.39130434782608375,0.3950617283950592,0.33876600698486614,0.3585164835164835,0.1976284584980237
0,0,0,0,0,0,0,1,0,0.39130434782608375,0.3827160493827178,0.210128055878929,0.396978021978022,0.20948616600790515
0,0,0,0,0,0,0,1,0,0.3804347826086961,0.3827160493827178,0.20663562281722933,0.5576923076923077,0.21739130434782608
0,0,0,0,0,0,0,1,0,0.3804347826086961,0.3950617283950592,0.3981373690337602,0.29120879120879123,0.22529644268774704
0,0,0,0,0,0,0,1,0,0.3804347826086961,0.3827160493827178,0.4790454016298021,0.23214285714285712,0.233201581027668
0,0,0,0,0,0,0,1,0,0.3804347826086961,0.3827160493827178,0.22526193247962747,0.5054945054945056,0.24110671936758893
0,0,0,0,0,0,0,0,1,0.3804347826086961,0.3827160493827178,0.1589057043073341,0.5041208791208792,0.2490118577075099
0,0,0,0,0,0,0,1,0,0.3804347826086961,0.37037037037036935,0.16414435389988358,0.543956043956044,0.2608695652173913
0,0,0,0,0,0,0,1,0,0.3804347826086961,0.37037037037036935,0.24621653084982537,0.375,0.26877470355731226
0,0,0,0,0,0,0,1,0,0.3804347826086961,0.37037037037036935,0.1612339930151339,0.614010989010989,0.2766798418972332
0,0,0,0,0,0,0,0,1,0.3804347826086961,0.3827160493827178,0.19150174621653085,0.5906593406593407,0.2845849802371542
0,0,0,0,0,0,1,0,0,0.39130434782608375,0.3827160493827178,0.2636786961583236,0.396978021978022,0.2964426877470356
0,0,0,0,0,0,0,1,0,0.39130434782608375,0.37037037037036935,0.2351571594877765,0.41620879120879123,0.31620553359683795
0,0,0,0,0,0,0,1,0,0.3804347826086961,0.3580246913580279,0.409778812572759,0.25686813186813184,0.3241106719367589
0,0,0,0,0,0,1,0,0,0.3695652173913023,0.3580246913580279,0.19266589057043074,0.5453296703296704,0.33201581027667987
0,0,0,0,0,0,0,0,1,0.3804347826086961,0.37037037037036935,0.1920838183934808,0.4903846153846154,0.35177865612648224
0,0,0,0,0,0,0,0,1,0.3804347826086961,0.3580246913580279,0.1850989522700815,0.5233516483516484,0.36363636363636365
0,0,0,0,0,0,0,1,0,0.3804347826086961,0.3580246913580279,0.2980209545983702,0.3516483516483516,0.37549407114624506
0,0,0,0,0,0,0,1,0,0.3804347826086961,0.3580246913580279,0.1530849825378347,0.5755494505494506,0.383399209486166
0,0,0,0,0,0,0,1,0,0.39130434782608375,0.37037037037036935,0.23050058207217694,0.41620879120879123,0.391304347826087
0,0,0,0,0,0,0,1,0,0.3804347826086961,0.3580246913580279,0.2508731082654249,0.4010989010989011,0.39920948616600793
0,0,0,0,0,0,0,0,1,0.3804347826086961,0.3580246913580279,0.3137369033760186,0.3337912087912088,0.40711462450592883
0,0,0,0,0,0,0,1,0,0.3695652173913023,0.34567901234567944,0.1740395809080326,0.506868131868132,0.4189723320158103
0,0,0,0,0,0,0,1,0,0.39130434782608375,0.37037037037036935,0.15424912689173456,0.5618131868131869,0.4268774703557312
0,0,0,0,0,0,0,1,0,0.39130434782608375,0.37037037037036935,0.2270081490104773,0.5137362637362638,0.43478260869565216
0,0,0,0,0,0,0,1,0,0.40217391304347755,0.3827160493827178,0.08265424912689173,0.6442307692307694,0.4426877470355731
0,0,0,0,0,0,0,1,0,0.39130434782608375,0.37037037037036935,0.220023282887078,0.543956043956044,0.4505928853754941
0,0,0,0,0,0,0,1,0,0.39130434782608375,0.37037037037036935,0.32537834691501744,0.3516483516483516,0.45849802371541504
0,0,0,0,0,0,0,1,0,0.39130434782608375,0.3580246913580279,0.2281722933643772,0.39010989010989017,0.466403162055336
0,0,0,0,0,0,0,1,0,0.40217391304347755,0.3580246913580279,0.09371362048894064,0.778846153846154,0.4743083003952569
0,0,0,0,0,0,0,1,0,0.39130434782608375,0.3580246913580279,0.14260768335273574,0.5865384615384616,0.48221343873517786
0,0,0,0,0,0,0,1,0,0.40217391304347755,0.3580246913580279,0.24388824214202562,0.4780219780219781,0.4901185770750988
0,0,0,0,0,0,0,1,0,0.39130434782608375,0.34567901234567944,0.22759022118742725,0.4189560439560439,0.4980237154150198
0,0,0,0,0,0,0,1,0,0.3804347826086961,0.333333333333331,0.17753201396973226,0.5123626373626374,0.5059288537549407
0,0,0,0,0,0,0,1,0,0.3804347826086961,0.333333333333331,0.3311990686845169,0.3282967032967033,0.5138339920948617
0,0,0,0,0,0,0,0,1,0.3695652173913023,0.333333333333331,0.1589057043073341,0.5412087912087913,0.5217391304347826
0,0,0,0,0,0,0,0,1,0.3695652173913023,0.333333333333331,0.15250291036088476,0.6291208791208792,0.5335968379446641
0,0,0,0,0,0,0,1,0,0.3804347826086961,0.333333333333331,0.1169965075669383,0.6758241758241759,0.5454545454545454
0,0,0,0,0,0,0,0,1,0.3804347826086961,0.34567901234567944,0.3160651920838184,0.3392857142857143,0.5533596837944664
0,0,0,0,0,0,1,0,0,0.3695652173913023,0.34567901234567944,0.14668218859138532,0.5755494505494506,0.5652173913043478
0,0,0,0,0,0,0,1,0,0.3695652173913023,0.3580246913580279,0.07508731082654249,0.7074175824175825,0.5849802371541502
0,0,0,0,0,0,1,0,0,0.3804347826086961,0.3580246913580279,0.16356228172293363,0.6263736263736264,0.5928853754940712
0,0,0,0,0,0,0,1,0,0.3804347826086961,0.3580246913580279,0.05820721769499418,0.7142857142857143,0.6126482213438735
0,0,0,0,0,0,0,1,0,0.3804347826086961,0.3580246913580279,0.19965075669383003,0.44368131868131877,0.6205533596837944
0,0,0,0,0,0,0,1,0,0.3695652173913023,0.34567901234567944,0.21885913853317812,0.43131868131868134,0.6284584980237155
0,0,0,0,0,0,0,0,1,0.35869565217391475,0.333333333333331,0.3550640279394645,0.33516483516483514,0.6363636363636364
0,0,0,0,0,0,1,0,0,0.35869565217391475,0.333333333333331,0.13911525029103608,0.6414835164835165,0.6482213438735178
0,0,0,0,0,0,0,0,1,0.35869565217391475,0.333333333333331,0.129802095459837,0.5302197802197802,0.6679841897233202
0,0,0,0,0,0,0,1,0,0.34782608695652095,0.333333333333331,0.20081490104772992,0.4093406593406594,0.6798418972332015
0,0,0,0,0,0,1,0,0,0.34782608695652095,0.333333333333331,0.25844004656577413,0.44368131868131877,0.6877470355731226
0,0,0,0,0,0,0,1,0,0.33695652173912716,0.333333333333331,0.2019790454016298,0.4986263736263737,0.7075098814229249
0,0,0,0,0,0,0,0,1,0.3260869565217395,0.3209876543209896,0.12281722933643772,0.6071428571428572,0.7154150197628458
0,0,0,0,0,0,0,1,0,0.33695652173912716,0.3209876543209896,0.17753201396973226,0.4958791208791209,0.7272727272727273
0,0,0,0,0,0,0,1,0,0.33695652173912716,0.3209876543209896,0.1478463329452852,0.5343406593406594,0.7351778656126482
0,0,0,0,0,0,0,0,1,0.33695652173912716,0.3086419753086411,0.17171129220023282,0.46428571428571436,0.7430830039525692
0,0,0,0,0,0,0,0,1,0.33695652173912716,0.3086419753086411,0.2421420256111758,0.5109890109890111,0.7549407114624506
0,0,0,0,0,0,0,1,0,0.33695652173912716,0.3086419753086411,0.3969732246798603,0.31868131868131866,0.766798418972332
0,0,0,0,0,0,0,1,0,0.33695652173912716,0.3086419753086411,0.20954598370197905,0.44505494505494514,0.7747035573122529
0,0,0,0,0,0,1,0,0,0.33695652173912716,0.3086419753086411,0.4767171129220023,0.21978021978021978,0.782608695652174
0,0,0,0,0,0,0,0,1,0.33695652173912716,0.29629629629629967,0.19033760186263096,0.5796703296703297,0.8023715415019763
0,0,0,0,0,0,1,0,0,0.33695652173912716,0.3086419753086411,0.18044237485448195,0.5453296703296704,0.8142292490118577
0,0,0,0,0,0,0,0,1,0.33695652173912716,0.3086419753086411,0.19266589057043074,0.4972527472527473,0.83399209486166
0,0,0,0,0,0,0,1,0,0.33695652173912716,0.3086419753086411,0.17636786961583237,0.5934065934065935,0.8458498023715415
1,0,0,0,1,0,0,1,0,0.33695652173912716,0.3086419753086411,0.06635622817229336,0.7815934065934067,0.8537549407114624
1,0,0,0,1,0,0,1,0,0.3260869565217395,0.29629629629629967,0.1420256111757858,0.6662087912087913,0.8616600790513834
0,0,0,0,0,0,0,1,0,0.3260869565217395,0.29629629629629967,0.24330616996507567,0.43543956043956045,0.0
0,0,0,0,0,0,0,0,1,0.33695652173912716,0.3086419753086411,0.17462165308498254,0.5494505494505495,0.007905138339920948
0,0,0,0,0,0,0,0,1,0.34782608695652095,0.3209876543209896,0.15832363213038417,0.5467032967032968,0.019762845849802372
0,0,0,0,0,0,0,1,0,0.34782608695652095,0.333333333333331,0.3288707799767171,0.30494505494505497,0.03162055335968379
0,0,0,0,0,0,1,0,0,0.33695652173912716,0.3086419753086411,0.25844004656577413,0.39560439560439564,0.039525691699604744
0,0,0,0,0,0,1,0,0,0.33695652173912716,0.3209876543209896,0.16880093131548313,0.5370879120879122,0.05928853754940711
1,0,0,1,0,0,0,1,0,0.33695652173912716,0.3209876543209896,0.15424912689173456,0.8035714285714286,0.07905138339920949
0,0,0,0,0,0,0,1,0,0.33695652173912716,0.3209876543209896,0.08731082654249127,0.7596153846153847,0.08695652173913043
0,0,0,0,0,0,0,0,1,0.33695652173912716,0.3086419753086411,0.2572759022118743,0.4285714285714286,0.09486166007905138
0,0,0,0,0,0,0,1,0,0.31521739130434573,0.29629629629629967,0.17112922002328287,0.6456043956043956,0.1067193675889328
0,0,0,0,0,0,0,0,1,0.30434782608695815,0.2839506172839512,0.440046565774156,0.23351648351648352,0.11462450592885376
0,0,0,0,0,0,0,0,1,0.31521739130434573,0.2839506172839512,0.24621653084982537,0.41071428571428575,0.12648221343873517
0,0,0,0,0,0,0,1,0,0.31521739130434573,0.29629629629629967,0.08032596041909197,0.7486263736263736,0.1383399209486166
0,0,0,0,0,0,0,1,0,0.31521739130434573,0.29629629629629967,0.12456344586728754,0.5453296703296704,0.14624505928853754
0,0,0,0,0,0,0,1,0,0.31521739130434573,0.29629629629629967,0.2619324796274738,0.4244505494505495,0.1541501976284585
0,0,0,0,0,0,0,1,0,0.31521739130434573,0.3086419753086411,0.47729918509895225,0.24175824175824173,0.16205533596837945
0,0,0,0,0,0,0,1,0,0.31521739130434573,0.3086419753086411,0.1559953434225844,0.6373626373626374,0.16996047430830039
0,0,0,0,0,0,0,1,0,0.31521739130434573,0.3209876543209896,0.07916181606519208,0.6318681318681318,0.17786561264822134
0,0,0,0,0,0,0,1,0,0.31521739130434573,0.3209876543209896,0.17869615832363214,0.6332417582417583,0.1857707509881423
0,0,0,0,0,0,1,0,0,0.31521739130434573,0.3209876543209896,0.3818393480791618,0.2802197802197802,0.19367588932806323
0,0,0,0,0,0,0,0,1,0.30434782608695815,0.3086419753086411,0.10128055878928988,0.6085164835164836,0.2134387351778656
0,0,0,0,0,0,0,1,0,0.30434782608695815,0.3086419753086411,0.18451688009313155,0.506868131868132,0.22529644268774704
0,0,0,0,0,0,0,1,0,0.31521739130434573,0.3086419753086411,0.290454016298021,0.36813186813186816,0.233201581027668
0,0,0,0,0,0,0,1,0,0.31521739130434573,0.3086419753086411,0.16181606519208383,0.4725274725274726,0.24110671936758893
0,0,0,0,0,0,0,1,0,0.30434782608695815,0.3209876543209896,0.07741559953434225,0.7170329670329672,0.2490118577075099
0,0,0,0,0,0,0,1,0,0.31521739130434573,0.333333333333331,0.12281722933643772,0.5398351648351649,0.25691699604743085
0,0,0,0,0,0,0,1,0,0.3260869565217395,0.34567901234567944,0.2549476135040745,0.4093406593406594,0.2648221343873518
0,0,0,0,0,0,0,0,1,0.3260869565217395,0.333333333333331,0.2159487776484284,0.543956043956044,0.2727272727272727
0,0,0,0,0,0,0,1,0,0.31521739130434573,0.333333333333331,0.179860302677532,0.6332417582417583,0.2845849802371542
0,0,0,0,0,0,0,1,0,0.31521739130434573,0.333333333333331,0.28987194412107103,0.42307692307692313,0.2924901185770751
0,0,0,0,0,0,1,0,0,0.31521739130434573,0.333333333333331,0.13387660069848661,0.6593406593406593,0.30039525691699603
0,0,0,0,0,0,1,0,0,0.31521739130434573,0.333333333333331,0.2968568102444703,0.42307692307692313,0.3201581027667984
1,0,0,1,0,0,0,0,1,0.31521739130434573,0.34567901234567944,0.8789289871944121,0.09478021978021978,0.33992094861660077
0,0,0,0,0,0,0,1,0,0.3260869565217395,0.34567901234567944,0.1658905704307334,0.5370879120879122,0.35177865612648224
0,0,0,0,0,0,1,0,0,0.3260869565217395,0.3580246913580279,0.15366705471478465,0.6277472527472528,0.35968379446640314
0,0,0,0,0,0,0,0,1,0.33695652173912716,0.3580246913580279,0.2089639115250291,0.5096153846153847,0.3794466403162055
0,0,0,0,0,0,0,1,0,0.33695652173912716,0.37037037037036935,0.24447031431897556,0.4285714285714286,0.391304347826087
0,0,0,0,0,0,0,1,0,0.33695652173912716,0.3580246913580279,0.15424912689173456,0.5947802197802199,0.39920948616600793
0,0,0,0,0,0,0,1,0,0.33695652173912716,0.3580246913580279,0.25669383003492435,0.4285714285714286,0.40711462450592883
0,0,0,0,0,0,0,1,0,0.3260869565217395,0.34567901234567944,0.23690337601862632,0.5137362637362638,0.4150197628458498
0,0,0,0,0,0,0,0,1,0.33695652173912716,0.34567901234567944,0.2724097788125728,0.43818681318681324,0.42292490118577075
0,0,0,0,0,0,0,1,0,0.33695652173912716,0.34567901234567944,0.18742724097788127,0.46840659340659346,0.43478260869565216
0,0,0,0,0,0,0,1,0,0.33695652173912716,0.34567901234567944,0.33352735739231665,0.3983516483516483,0.4426877470355731
0,0,0,0,0,0,0,0,1,0.34782608695652095,0.3580246913580279,0.10244470314318975,0.6758241758241759,0.4505928853754941
0,0,0,0,0,0,0,1,0,0.34782608695652095,0.37037037037036935,0.25669383003492435,0.43269230769230765,0.4624505928853755
1,0,0,1,0,0,0,0,1,0.33695652173912716,0.37037037037036935,0.14726426076833526,0.7815934065934067,0.47035573122529645
0,0,0,0,0,0,0,1,0,0.33695652173912716,0.3580246913580279,0.24621653084982537,0.45192307692307704,0.48221343873517786
0,0,0,0,0,0,0,1,0,0.33695652173912716,0.3580246913580279,0.179860302677532,0.5521978021978022,0.4901185770750988
0,0,0,0,0,0,0,1,0,0.33695652173912716,0.37037037037036935,0.20663562281722933,0.44368131868131877,0.4980237154150198
0,0,0,0,0,0,0,1,0,0.34782608695652095,0.37037037037036935,0.23690337601862632,0.41346153846153844,0.5059288537549407
0,0,0,0,0,0,1,0,0,0.33695652173912716,0.37037037037036935,0.10244470314318975,0.6744505494505495,0.5138339920948617
0,0,0,0,0,0,0,1,0,0.33695652173912716,0.37037037037036935,0.12689173457508732,0.5645604395604396,0.5335968379446641
0,0,0,0,0,0,0,0,1,0.3260869565217395,0.3580246913580279,0.2450523864959255,0.4574175824175825,0.541501976284585
0,0,0,0,0,0,0,1,0,0.3260869565217395,0.3580246913580279,0.22118742724097787,0.5013736263736264,0.5533596837944664
0,0,0,0,0,0,0,1,0,0.3260869565217395,0.3580246913580279,0.19266589057043074,0.47390109890109894,0.5612648221343873
0,0,0,0,0,0,0,1,0,0.3260869565217395,0.34567901234567944,0.28870779976717115,0.3818681318681319,0.5691699604743083
0,0,0,0,0,0,0,1,0,0.3260869565217395,0.3580246913580279,0.16239813736903377,0.47115384615384626,0.5770750988142292
0,0,0,0,0,0,0,0,1,0.3260869565217395,0.34567901234567944,0.1548311990686845,0.5824175824175826,0.5849802371541502
